n	cost	search-status	sequence
429	10	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 1, +1, << 2, +1]
430	9	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 3, -1, << 1]
431	8	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 4, -1]
432	7	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 4]
433	8	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 4, +1]
434	9	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 3, +1, << 1]
435	10	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 3, +1, << 1, +1]
436	9	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 2, +1, << 2]
437	10	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 2, +1, << 2, +1]
438	11	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1, << 1]
439	6	upper-bound	[<< 3, -1, << 3, -1, << 3, -1]
440	5	upper-bound	[<< 3, -1, << 3, -1, << 3]
441	6	upper-bound	[<< 3, -1, << 3, -1, << 3, +1]
442	7	upper-bound	[<< 3, -1, << 3, -1, << 2, +1, << 1]
443	8	upper-bound	[<< 3, -1, << 3, -1, << 2, +1, << 1, +1]
444	5	upper-bound	[<< 3, -1, << 4, -1, << 2]
445	6	upper-bound	[<< 3, -1, << 4, -1, << 2, +1]
446	5	upper-bound	[<< 3, -1, << 5, -1, << 1]
447	4	upper-bound	[<< 3, -1, << 6, -1]
448	3	upper-bound	[<< 3, -1, << 6]
449	4	upper-bound	[<< 3, -1, << 6, +1]
450	5	upper-bound	[<< 3, -1, << 5, +1, << 1]
451	6	upper-bound	[<< 3, -1, << 5, +1, << 1, +1]
452	5	upper-bound	[<< 3, -1, << 4, +1, << 2]
453	6	upper-bound	[<< 3, -1, << 4, +1, << 2, +1]
454	7	upper-bound	[<< 3, -1, << 4, +1, << 1, +1, << 1]
455	6	upper-bound	[<< 3, -1, << 3, +1, << 3, -1]
456	5	upper-bound	[<< 3, -1, << 3, +1, << 3]
457	6	upper-bound	[<< 3, -1, << 3, +1, << 3, +1]
458	7	upper-bound	[<< 3, -1, << 3, +1, << 2, +1, << 1]
459	8	upper-bound	[<< 3, -1, << 3, +1, << 2, +1, << 1, +1]
460	7	upper-bound	[<< 3, -1, << 3, +1, << 1, +1, << 2]
461	8	upper-bound	[<< 3, -1, << 3, +1, << 1, +1, << 2, +1]
462	7	upper-bound	[<< 3, -1, << 2, +1, << 3, -1, << 1]
463	6	upper-bound	[<< 3, -1, << 2, +1, << 4, -1]
464	5	upper-bound	[<< 3, -1, << 2, +1, << 4]
465	6	upper-bound	[<< 3, -1, << 2, +1, << 4, +1]
466	7	upper-bound	[<< 3, -1, << 2, +1, << 3, +1, << 1]
467	8	upper-bound	[<< 3, -1, << 2, +1, << 3, +1, << 1, +1]
468	7	upper-bound	[<< 3, -1, << 2, +1, << 2, +1, << 2]
469	8	upper-bound	[<< 3, -1, << 2, +1, << 2, +1, << 2, +1]
470	9	upper-bound	[<< 3, -1, << 2, +1, << 2, +1, << 1, +1, << 1]
471	8	upper-bound	[<< 3, -1, << 2, +1, << 1, +1, << 3, -1]
472	7	upper-bound	[<< 3, -1, << 2, +1, << 1, +1, << 3]
473	8	upper-bound	[<< 3, -1, << 2, +1, << 1, +1, << 3, +1]
474	9	upper-bound	[<< 3, -1, << 2, +1, << 1, +1, << 2, +1, << 1]
475	10	upper-bound	[<< 3, -1, << 2, +1, << 1, +1, << 2, +1, << 1, +1]
476	5	upper-bound	[<< 4, -1, << 3, -1, << 2]
477	6	upper-bound	[<< 4, -1, << 3, -1, << 2, +1]
478	5	upper-bound	[<< 4, -1, << 4, -1, << 1]
479	4	upper-bound	[<< 4, -1, << 5, -1]
480	3	upper-bound	[<< 4, -1, << 5]
481	4	upper-bound	[<< 4, -1, << 5, +1]
482	5	upper-bound	[<< 4, -1, << 4, +1, << 1]
483	6	upper-bound	[<< 4, -1, << 4, +1, << 1, +1]
484	5	upper-bound	[<< 4, -1, << 3, +1, << 2]
485	6	upper-bound	[<< 4, -1, << 3, +1, << 2, +1]
486	7	upper-bound	[<< 4, -1, << 3, +1, << 1, +1, << 1]
487	6	upper-bound	[<< 4, -1, << 2, +1, << 3, -1]
488	5	upper-bound	[<< 4, -1, << 2, +1, << 3]
489	6	upper-bound	[<< 4, -1, << 2, +1, << 3, +1]
490	7	upper-bound	[<< 4, -1, << 2, +1, << 2, +1, << 1]
491	8	upper-bound	[<< 4, -1, << 2, +1, << 2, +1, << 1, +1]
492	7	upper-bound	[<< 4, -1, << 2, +1, << 1, +1, << 2]
493	8	upper-bound	[<< 4, -1, << 2, +1, << 1, +1, << 2, +1]
494	5	upper-bound	[<< 5, -1, << 3, -1, << 1]
495	4	upper-bound	[<< 5, -1, << 4, -1]
496	3	upper-bound	[<< 5, -1, << 4]
497	4	upper-bound	[<< 5, -1, << 4, +1]
498	5	upper-bound	[<< 5, -1, << 3, +1, << 1]
499	6	upper-bound	[<< 5, -1, << 3, +1, << 1, +1]
500	5	upper-bound	[<< 5, -1, << 2, +1, << 2]
501	6	upper-bound	[<< 5, -1, << 2, +1, << 2, +1]
502	7	upper-bound	[<< 5, -1, << 2, +1, << 1, +1, << 1]
503	4	upper-bound	[<< 6, -1, << 3, -1]
504	3	upper-bound	[<< 6, -1, << 3]
505	4	upper-bound	[<< 6, -1, << 3, +1]
506	5	upper-bound	[<< 6, -1, << 2, +1, << 1]
507	6	upper-bound	[<< 6, -1, << 2, +1, << 1, +1]
508	3	upper-bound	[<< 7, -1, << 2]
509	4	upper-bound	[<< 7, -1, << 2, +1]
510	3	upper-bound	[<< 8, -1, << 1]
511	2	upper-bound	[<< 9, -1]
512	1	upper-bound	[<< 9]
513	2	upper-bound	[<< 9, +1]
514	3	upper-bound	[<< 8, +1, << 1]
515	4	upper-bound	[<< 8, +1, << 1, +1]
516	3	upper-bound	[<< 7, +1, << 2]
517	4	upper-bound	[<< 7, +1, << 2, +1]
518	5	upper-bound	[<< 7, +1, << 1, +1, << 1]
519	4	upper-bound	[<< 6, +1, << 3, -1]
520	3	upper-bound	[<< 6, +1, << 3]
521	4	upper-bound	[<< 6, +1, << 3, +1]
522	5	upper-bound	[<< 6, +1, << 2, +1, << 1]
523	6	upper-bound	[<< 6, +1, << 2, +1, << 1, +1]
524	5	upper-bound	[<< 6, +1, << 1, +1, << 2]
525	6	upper-bound	[<< 6, +1, << 1, +1, << 2, +1]
526	5	upper-bound	[<< 5, +1, << 3, -1, << 1]
527	4	upper-bound	[<< 5, +1, << 4, -1]
528	3	upper-bound	[<< 5, +1, << 4]
529	4	upper-bound	[<< 5, +1, << 4, +1]
530	5	upper-bound	[<< 5, +1, << 3, +1, << 1]
531	6	upper-bound	[<< 5, +1, << 3, +1, << 1, +1]
532	5	upper-bound	[<< 5, +1, << 2, +1, << 2]
533	6	upper-bound	[<< 5, +1, << 2, +1, << 2, +1]
534	7	upper-bound	[<< 5, +1, << 2, +1, << 1, +1, << 1]
535	6	upper-bound	[<< 5, +1, << 1, +1, << 3, -1]
536	5	upper-bound	[<< 5, +1, << 1, +1, << 3]
537	6	upper-bound	[<< 5, +1, << 1, +1, << 3, +1]
538	7	upper-bound	[<< 5, +1, << 1, +1, << 2, +1, << 1]
539	8	upper-bound	[<< 5, +1, << 1, +1, << 2, +1, << 1, +1]
540	5	upper-bound	[<< 4, +1, << 3, -1, << 2]
541	6	upper-bound	[<< 4, +1, << 3, -1, << 2, +1]
542	5	upper-bound	[<< 4, +1, << 4, -1, << 1]
543	4	upper-bound	[<< 4, +1, << 5, -1]
544	3	upper-bound	[<< 4, +1, << 5]
545	4	upper-bound	[<< 4, +1, << 5, +1]
546	5	upper-bound	[<< 4, +1, << 4, +1, << 1]
547	6	upper-bound	[<< 4, +1, << 4, +1, << 1, +1]
548	5	upper-bound	[<< 4, +1, << 3, +1, << 2]
549	6	upper-bound	[<< 4, +1, << 3, +1, << 2, +1]
550	7	upper-bound	[<< 4, +1, << 3, +1, << 1, +1, << 1]
551	6	upper-bound	[<< 4, +1, << 2, +1, << 3, -1]
552	5	upper-bound	[<< 4, +1, << 2, +1, << 3]
553	6	upper-bound	[<< 4, +1, << 2, +1, << 3, +1]
554	7	upper-bound	[<< 4, +1, << 2, +1, << 2, +1, << 1]
555	8	upper-bound	[<< 4, +1, << 2, +1, << 2, +1, << 1, +1]
556	7	upper-bound	[<< 4, +1, << 2, +1, << 1, +1, << 2]
557	8	upper-bound	[<< 4, +1, << 2, +1, << 1, +1, << 2, +1]
558	7	upper-bound	[<< 4, +1, << 1, +1, << 3, -1, << 1]
559	6	upper-bound	[<< 4, +1, << 1, +1, << 4, -1]
560	5	upper-bound	[<< 4, +1, << 1, +1, << 4]
561	6	upper-bound	[<< 4, +1, << 1, +1, << 4, +1]
562	7	upper-bound	[<< 4, +1, << 1, +1, << 3, +1, << 1]
563	8	upper-bound	[<< 4, +1, << 1, +1, << 3, +1, << 1, +1]
564	7	upper-bound	[<< 4, +1, << 1, +1, << 2, +1, << 2]
565	8	upper-bound	[<< 4, +1, << 1, +1, << 2, +1, << 2, +1]
566	9	upper-bound	[<< 4, +1, << 1, +1, << 2, +1, << 1, +1, << 1]
567	6	upper-bound	[<< 3, +1, << 3, -1, << 3, -1]
568	5	upper-bound	[<< 3, +1, << 3, -1, << 3]
569	6	upper-bound	[<< 3, +1, << 3, -1, << 3, +1]
570	7	upper-bound	[<< 3, +1, << 3, -1, << 2, +1, << 1]
571	8	upper-bound	[<< 3, +1, << 3, -1, << 2, +1, << 1, +1]
572	5	upper-bound	[<< 3, +1, << 4, -1, << 2]
573	6	upper-bound	[<< 3, +1, << 4, -1, << 2, +1]
574	5	upper-bound	[<< 3, +1, << 5, -1, << 1]
575	4	upper-bound	[<< 3, +1, << 6, -1]
576	3	upper-bound	[<< 3, +1, << 6]
577	4	upper-bound	[<< 3, +1, << 6, +1]
578	5	upper-bound	[<< 3, +1, << 5, +1, << 1]
579	6	upper-bound	[<< 3, +1, << 5, +1, << 1, +1]
580	5	upper-bound	[<< 3, +1, << 4, +1, << 2]
581	6	upper-bound	[<< 3, +1, << 4, +1, << 2, +1]
582	7	upper-bound	[<< 3, +1, << 4, +1, << 1, +1, << 1]
583	6	upper-bound	[<< 3, +1, << 3, +1, << 3, -1]
584	5	upper-bound	[<< 3, +1, << 3, +1, << 3]
585	6	upper-bound	[<< 3, +1, << 3, +1, << 3, +1]
586	7	upper-bound	[<< 3, +1, << 3, +1, << 2, +1, << 1]
587	8	upper-bound	[<< 3, +1, << 3, +1, << 2, +1, << 1, +1]
588	7	upper-bound	[<< 3, +1, << 3, +1, << 1, +1, << 2]
589	8	upper-bound	[<< 3, +1, << 3, +1, << 1, +1, << 2, +1]
590	7	upper-bound	[<< 3, +1, << 2, +1, << 3, -1, << 1]
591	6	upper-bound	[<< 3, +1, << 2, +1, << 4, -1]
592	5	upper-bound	[<< 3, +1, << 2, +1, << 4]
593	6	upper-bound	[<< 3, +1, << 2, +1, << 4, +1]
594	7	upper-bound	[<< 3, +1, << 2, +1, << 3, +1, << 1]
595	8	upper-bound	[<< 3, +1, << 2, +1, << 3, +1, << 1, +1]
596	7	upper-bound	[<< 3, +1, << 2, +1, << 2, +1, << 2]
597	8	upper-bound	[<< 3, +1, << 2, +1, << 2, +1, << 2, +1]
598	9	upper-bound	[<< 3, +1, << 2, +1, << 2, +1, << 1, +1, << 1]
599	8	upper-bound	[<< 3, +1, << 2, +1, << 1, +1, << 3, -1]
600	7	upper-bound	[<< 3, +1, << 2, +1, << 1, +1, << 3]
601	8	upper-bound	[<< 3, +1, << 2, +1, << 1, +1, << 3, +1]
602	9	upper-bound	[<< 3, +1, << 2, +1, << 1, +1, << 2, +1, << 1]
603	10	upper-bound	[<< 3, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1]
604	7	upper-bound	[<< 3, +1, << 1, +1, << 3, -1, << 2]
605	8	upper-bound	[<< 3, +1, << 1, +1, << 3, -1, << 2, +1]
606	7	upper-bound	[<< 3, +1, << 1, +1, << 4, -1, << 1]
607	6	upper-bound	[<< 3, +1, << 1, +1, << 5, -1]
608	5	upper-bound	[<< 3, +1, << 1, +1, << 5]
609	6	upper-bound	[<< 3, +1, << 1, +1, << 5, +1]
610	7	upper-bound	[<< 3, +1, << 1, +1, << 4, +1, << 1]
611	8	upper-bound	[<< 3, +1, << 1, +1, << 4, +1, << 1, +1]
612	7	upper-bound	[<< 3, +1, << 1, +1, << 3, +1, << 2]
613	8	upper-bound	[<< 3, +1, << 1, +1, << 3, +1, << 2, +1]
614	9	upper-bound	[<< 3, +1, << 1, +1, << 3, +1, << 1, +1, << 1]
615	8	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 3, -1]
616	7	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 3]
617	8	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 3, +1]
618	9	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 2, +1, << 1]
619	10	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 2, +1, << 1, +1]
620	9	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 1, +1, << 2]
621	10	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 1, +1, << 2, +1]
622	7	upper-bound	[<< 2, +1, << 3, -1, << 3, -1, << 1]
623	6	upper-bound	[<< 2, +1, << 3, -1, << 4, -1]
624	5	upper-bound	[<< 2, +1, << 3, -1, << 4]
625	6	upper-bound	[<< 2, +1, << 3, -1, << 4, +1]
626	7	upper-bound	[<< 2, +1, << 3, -1, << 3, +1, << 1]
627	8	upper-bound	[<< 2, +1, << 3, -1, << 3, +1, << 1, +1]
628	7	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 2]
629	8	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 2, +1]
630	9	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 1, +1, << 1]
631	6	upper-bound	[<< 2, +1, << 4, -1, << 3, -1]
632	5	upper-bound	[<< 2, +1, << 4, -1, << 3]
633	6	upper-bound	[<< 2, +1, << 4, -1, << 3, +1]
634	7	upper-bound	[<< 2, +1, << 4, -1, << 2, +1, << 1]
635	8	upper-bound	[<< 2, +1, << 4, -1, << 2, +1, << 1, +1]
636	5	upper-bound	[<< 2, +1, << 5, -1, << 2]
637	6	upper-bound	[<< 2, +1, << 5, -1, << 2, +1]
638	5	upper-bound	[<< 2, +1, << 6, -1, << 1]
639	4	upper-bound	[<< 2, +1, << 7, -1]
640	3	upper-bound	[<< 2, +1, << 7]
641	4	upper-bound	[<< 2, +1, << 7, +1]
642	5	upper-bound	[<< 2, +1, << 6, +1, << 1]
643	6	upper-bound	[<< 2, +1, << 6, +1, << 1, +1]
644	5	upper-bound	[<< 2, +1, << 5, +1, << 2]
645	6	upper-bound	[<< 2, +1, << 5, +1, << 2, +1]
646	7	upper-bound	[<< 2, +1, << 5, +1, << 1, +1, << 1]
647	6	upper-bound	[<< 2, +1, << 4, +1, << 3, -1]
648	5	upper-bound	[<< 2, +1, << 4, +1, << 3]
649	6	upper-bound	[<< 2, +1, << 4, +1, << 3, +1]
650	7	upper-bound	[<< 2, +1, << 4, +1, << 2, +1, << 1]
651	8	upper-bound	[<< 2, +1, << 4, +1, << 2, +1, << 1, +1]
652	7	upper-bound	[<< 2, +1, << 4, +1, << 1, +1, << 2]
653	8	upper-bound	[<< 2, +1, << 4, +1, << 1, +1, << 2, +1]
654	7	upper-bound	[<< 2, +1, << 3, +1, << 3, -1, << 1]
655	6	upper-bound	[<< 2, +1, << 3, +1, << 4, -1]
656	5	upper-bound	[<< 2, +1, << 3, +1, << 4]
657	6	upper-bound	[<< 2, +1, << 3, +1, << 4, +1]
658	7	upper-bound	[<< 2, +1, << 3, +1, << 3, +1, << 1]
659	8	upper-bound	[<< 2, +1, << 3, +1, << 3, +1, << 1, +1]
660	7	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 2]
661	8	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 2, +1]
662	9	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 1, +1, << 1]
663	8	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 3, -1]
664	7	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 3]
665	8	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 3, +1]
666	9	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 2, +1, << 1]
667	10	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 2, +1, << 1, +1]
668	7	upper-bound	[<< 2, +1, << 2, +1, << 3, -1, << 2]
669	8	upper-bound	[<< 2, +1, << 2, +1, << 3, -1, << 2, +1]
670	7	upper-bound	[<< 2, +1, << 2, +1, << 4, -1, << 1]
671	6	upper-bound	[<< 2, +1, << 2, +1, << 5, -1]
672	5	upper-bound	[<< 2, +1, << 2, +1, << 5]
673	6	upper-bound	[<< 2, +1, << 2, +1, << 5, +1]
674	7	upper-bound	[<< 2, +1, << 2, +1, << 4, +1, << 1]
675	8	upper-bound	[<< 2, +1, << 2, +1, << 4, +1, << 1, +1]
676	7	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 2]
677	8	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 2, +1]
678	9	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 1, +1, << 1]
679	8	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 3, -1]
680	7	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 3]
681	8	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 3, +1]
682	9	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 2, +1, << 1]
683	10	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 2, +1, << 1, +1]
684	9	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 1, +1, << 2]
685	10	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 1, +1, << 2, +1]
686	9	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 3, -1, << 1]
687	8	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 4, -1]
688	7	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 4]
689	8	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 4, +1]
690	9	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 3, +1, << 1]
691	10	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 3, +1, << 1, +1]
692	9	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 2, +1, << 2]
693	10	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 2, +1, << 2, +1]
694	11	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1, << 1]
695	8	upper-bound	[<< 2, +1, << 1, +1, << 3, -1, << 3, -1]
696	7	upper-bound	[<< 2, +1, << 1, +1, << 3, -1, << 3]
697	8	upper-bound	[<< 2, +1, << 1, +1, << 3, -1, << 3, +1]
698	9	upper-bound	[<< 2, +1, << 1, +1, << 3, -1, << 2, +1, << 1]
699	10	upper-bound	[<< 2, +1, << 1, +1, << 3, -1, << 2, +1, << 1, +1]
700	7	upper-bound	[<< 2, +1, << 1, +1, << 4, -1, << 2]
701	8	upper-bound	[<< 2, +1, << 1, +1, << 4, -1, << 2, +1]
702	7	upper-bound	[<< 2, +1, << 1, +1, << 5, -1, << 1]
703	6	upper-bound	[<< 2, +1, << 1, +1, << 6, -1]
704	5	upper-bound	[<< 2, +1, << 1, +1, << 6]
705	6	upper-bound	[<< 2, +1, << 1, +1, << 6, +1]
706	7	upper-bound	[<< 2, +1, << 1, +1, << 5, +1, << 1]
707	8	upper-bound	[<< 2, +1, << 1, +1, << 5, +1, << 1, +1]
708	7	upper-bound	[<< 2, +1, << 1, +1, << 4, +1, << 2]
709	8	upper-bound	[<< 2, +1, << 1, +1, << 4, +1, << 2, +1]
710	9	upper-bound	[<< 2, +1, << 1, +1, << 4, +1, << 1, +1, << 1]
711	8	upper-bound	[<< 2, +1, << 1, +1, << 3, +1, << 3, -1]
712	7	upper-bound	[<< 2, +1, << 1, +1, << 3, +1, << 3]
713	8	upper-bound	[<< 2, +1, << 1, +1, << 3, +1, << 3, +1]
714	9	upper-bound	[<< 2, +1, << 1, +1, << 3, +1, << 2, +1, << 1]
715	10	upper-bound	[<< 2, +1, << 1, +1, << 3, +1, << 2, +1, << 1, +1]
716	9	upper-bound	[<< 2, +1, << 1, +1, << 3, +1, << 1, +1, << 2]
717	10	upper-bound	[<< 2, +1, << 1, +1, << 3, +1, << 1, +1, << 2, +1]
718	9	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 3, -1, << 1]
719	8	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 4, -1]
720	7	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 4]
721	8	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 4, +1]
722	9	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 3, +1, << 1]
723	10	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 3, +1, << 1, +1]
724	9	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 2, +1, << 2]
725	10	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 2, +1, << 2, +1]
726	11	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 2, +1, << 1, +1, << 1]
727	10	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 1, +1, << 3, -1]
728	9	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 1, +1, << 3]
729	10	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 1, +1, << 3, +1]
730	11	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 1, +1, << 2, +1, << 1]
731	12	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1]
732	7	upper-bound	[<< 1, +1, << 3, -1, << 3, -1, << 2]
733	8	upper-bound	[<< 1, +1, << 3, -1, << 3, -1, << 2, +1]
734	7	upper-bound	[<< 1, +1, << 3, -1, << 4, -1, << 1]
735	6	upper-bound	[<< 1, +1, << 3, -1, << 5, -1]
736	5	upper-bound	[<< 1, +1, << 3, -1, << 5]
737	6	upper-bound	[<< 1, +1, << 3, -1, << 5, +1]
738	7	upper-bound	[<< 1, +1, << 3, -1, << 4, +1, << 1]
739	8	upper-bound	[<< 1, +1, << 3, -1, << 4, +1, << 1, +1]
740	7	upper-bound	[<< 1, +1, << 3, -1, << 3, +1, << 2]
741	8	upper-bound	[<< 1, +1, << 3, -1, << 3, +1, << 2, +1]
742	9	upper-bound	[<< 1, +1, << 3, -1, << 3, +1, << 1, +1, << 1]
743	8	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 3, -1]
744	7	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 3]
745	8	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 3, +1]
746	9	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 2, +1, << 1]
747	10	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 2, +1, << 1, +1]
748	9	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 1, +1, << 2]
749	10	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 1, +1, << 2, +1]
750	7	upper-bound	[<< 1, +1, << 4, -1, << 3, -1, << 1]
751	6	upper-bound	[<< 1, +1, << 4, -1, << 4, -1]
752	5	upper-bound	[<< 1, +1, << 4, -1, << 4]
753	6	upper-bound	[<< 1, +1, << 4, -1, << 4, +1]
754	7	upper-bound	[<< 1, +1, << 4, -1, << 3, +1, << 1]
755	8	upper-bound	[<< 1, +1, << 4, -1, << 3, +1, << 1, +1]
756	7	upper-bound	[<< 1, +1, << 4, -1, << 2, +1, << 2]
757	8	upper-bound	[<< 1, +1, << 4, -1, << 2, +1, << 2, +1]
758	9	upper-bound	[<< 1, +1, << 4, -1, << 2, +1, << 1, +1, << 1]
759	6	upper-bound	[<< 1, +1, << 5, -1, << 3, -1]
760	5	upper-bound	[<< 1, +1, << 5, -1, << 3]
761	6	upper-bound	[<< 1, +1, << 5, -1, << 3, +1]
762	7	upper-bound	[<< 1, +1, << 5, -1, << 2, +1, << 1]
763	8	upper-bound	[<< 1, +1, << 5, -1, << 2, +1, << 1, +1]
764	5	upper-bound	[<< 1, +1, << 6, -1, << 2]
765	6	upper-bound	[<< 1, +1, << 6, -1, << 2, +1]
766	5	upper-bound	[<< 1, +1, << 7, -1, << 1]
767	4	upper-bound	[<< 1, +1, << 8, -1]
768	3	upper-bound	[<< 1, +1, << 8]
769	4	upper-bound	[<< 1, +1, << 8, +1]
770	5	upper-bound	[<< 1, +1, << 7, +1, << 1]
771	6	upper-bound	[<< 1, +1, << 7, +1, << 1, +1]
772	5	upper-bound	[<< 1, +1, << 6, +1, << 2]
773	6	upper-bound	[<< 1, +1, << 6, +1, << 2, +1]
774	7	upper-bound	[<< 1, +1, << 6, +1, << 1, +1, << 1]
775	6	upper-bound	[<< 1, +1, << 5, +1, << 3, -1]
776	5	upper-bound	[<< 1, +1, << 5, +1, << 3]
777	6	upper-bound	[<< 1, +1, << 5, +1, << 3, +1]
778	7	upper-bound	[<< 1, +1, << 5, +1, << 2, +1, << 1]
779	8	upper-bound	[<< 1, +1, << 5, +1, << 2, +1, << 1, +1]
780	7	upper-bound	[<< 1, +1, << 5, +1, << 1, +1, << 2]
781	8	upper-bound	[<< 1, +1, << 5, +1, << 1, +1, << 2, +1]
782	7	upper-bound	[<< 1, +1, << 4, +1, << 3, -1, << 1]
783	6	upper-bound	[<< 1, +1, << 4, +1, << 4, -1]
784	5	upper-bound	[<< 1, +1, << 4, +1, << 4]
785	6	upper-bound	[<< 1, +1, << 4, +1, << 4, +1]
786	7	upper-bound	[<< 1, +1, << 4, +1, << 3, +1, << 1]
787	8	upper-bound	[<< 1, +1, << 4, +1, << 3, +1, << 1, +1]
788	7	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 2]
789	8	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 2, +1]
790	9	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 1, +1, << 1]
791	8	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 3, -1]
792	7	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 3]
793	8	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 3, +1]
794	9	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 2, +1, << 1]
795	10	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 2, +1, << 1, +1]
796	7	upper-bound	[<< 1, +1, << 3, +1, << 3, -1, << 2]
797	8	upper-bound	[<< 1, +1, << 3, +1, << 3, -1, << 2, +1]
798	7	upper-bound	[<< 1, +1, << 3, +1, << 4, -1, << 1]
799	6	upper-bound	[<< 1, +1, << 3, +1, << 5, -1]
800	5	upper-bound	[<< 1, +1, << 3, +1, << 5]
801	6	upper-bound	[<< 1, +1, << 3, +1, << 5, +1]
802	7	upper-bound	[<< 1, +1, << 3, +1, << 4, +1, << 1]
803	8	upper-bound	[<< 1, +1, << 3, +1, << 4, +1, << 1, +1]
804	7	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 2]
805	8	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 2, +1]
806	9	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 1, +1, << 1]
807	8	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 3, -1]
